"codice_fiscale","nome","cognome","telefono"
MREAUW69R75UBJ4A,Adriano,Donati,+39 999 1273921
WJGVPC16R16TSP7M,Lia,Mazza,+39 5623 5576406
PUGMUZ23Y03OJZ8S,Leone,Conti,+39 379 73 19 0575
KSZRGU00U88REA9L,Mirco,Santoro,+39 14 66682132
CRWGCG91K85KCF2S,Liborio,Parisi,+39 9531 09165676
FNIURY97U22AYF1O,Silverio,Barbieri,+39 8746 1103398
NSKPRE74Y29PBG0R,Tristano,Gatti,+39 7146 71319077
RCHBCV76A36IJO0J,Carmelo,Vitali,+39 25 08092919
VTJHUK56F96DLT2O,Marino,Villa,+39 1881 17259312
JACMAO75R26KMT0M,Domiziano,Bernardi,+39 9858 5211768
EGVYDF87Y30CNL2J,Ermes,Cattaneo,+39 7632 6016666
TQSZKC87Z55BMI4U,Mecren,Bernardi,+39 5828 7114300
BSUWSC63T30RQZ3S,Rosalino,Ricci,+39 7164 88851617
PYZJZH03F69UJW6R,Graziano,Guerra,+39 7352 65002876
QOPFWS75W78IEB5I,Mecren,Pellegrini,+39 3467 7648335
GEZAWW00U50CNZ2B,Karim,Palumbo,+39 340 6302085
MNHSAL68V19QRY8Y,Ninfa,Pellegrino,+39 46 6691513
PSMGJQ35W68RLZ4A,Mauro,Ferrara,+39 4246 0116506
HVKXGX24U57RLH9P,Alighiero,Greco,+39 575 1425456
MRKZIU78Q50UGN8W,Olimpia,Longo,+39 78 3617137
PYVPQC74S00MOR8Y,Hector,Ruggiero,+39 1670 9274563
NMEFYW96T70IYT7T,Emilia,Costantini,+39 127 64 94 0100
USQXNO66F44TTC3T,Tazio,Giuliani,+39 80 4465982
LWAOGD55P38FEK0V,Matteo,Greco,+39 13 49672330
HHHNAA04Q45ZCX9D,Ione,Parisi,+39 0718 9287621
YEBEMS55Y19XBH6U,Vania,Vitale,+39 070 16972400
GOTDNJ09V60VOZ8G,Alan,Lombardi,+39 13 74935117
GBSBPC07J54XDU4I,Kociss,Giuliani,+39 824 07941704
HPCIGM89E91IMC2N,Pericle,Lombardi,+39 697 2918082
XILGUE09F82GDS8R,Prisca,Palumbo,+39 7985 12126839
GIIEAX02I11OEB2L,Giulietta,Pellegrini,+39 60 2133377
LAMYBL80H23BMR7P,Rita,Pellegrino,+39 6118 12884547
ZSJCTJ43E63MHY5I,Rudy,Coppola,+39 464 16547167
QDTGLU28W88NZQ8T,Tommaso,Conti,+39 30 12879673
XOQXQA61H46NKC2U,Leonardo,Monti,+39 9760 86689180
NHBANL36W64DMT7Q,Claudia,Colombo,+39 817 5800758
UWXPUD39A30WXX9X,Mariano,Santoro,+39 15 95876984
DNNCZC52I25DBG1X,Fiorentino,Morelli,+39 90 7349647
MBHZNG00V39YQM9B,Demi,Ferraro,+39 3284 2430178
EZKDZV14L84FRX3H,Edipo,Rizzi,+39 982 70 36 6126
BNZAGG37P25FCD4W,Zelida,Ferrari,+39 808 46 17 4481
LAZYXR30B13HVW5X,Marzio,Grasso,+39 353 58453936
QYDSIX12U25RSH3M,Costantino,Ferretti,+39 8234 43538910
QIBFAH81W26GOA4J,Alberto,Caputo,+39 1647 6287936
ITBZAU03F12QDF8J,Danny,Gatti,+39 599 95446419
NWJRNS79I69FRZ0A,Rosalba,Costantini,+39 95 3643434
BQVZTU48V58ABA3G,Ermes,Amato,+39 61 87609594
ZOZYWJ50Q23VLU4V,Arduino,Monti,+39 391 78 92 5744
QQRNMQ74P99BZQ3C,Sebastian,Rizzo,+39 21 3131577
AEIEPK97K17DIZ9W,Morgana,Lombardo,+39 58 18649943
XZRXIR71T42AOT0N,Albino,Marino,+39 96 7719304
ROHJMZ95I24XMJ7V,Anselmo,Gatti,+39 1935 99339835
MPXDIN60I49DVK6A,Maria,Mancini,+39 50 37170442
GXJRGM24Y56COV1Z,Ivano,Fabbri,+39 39 33367385
HBHROO49I46KPI4A,Thea,Ferrari,+39 2599 1593930
ERKSNQ70Y75JRV5S,Maria,Ferretti,+39 976 70150089
OHYASW97P38ANU0J,Nick,Palmieri,+39 674 83377519
HWHZLP20L43GTY6D,Joshua,Sartori,+39 823 72155661
JCGVIN90B19NVM7D,Timothy,Sartori,+39 54 86011788
ZJXXLP72C61VAM0X,Yago,Rizzo,+39 037 63 06 9908
WFDFOI12L50YOI7B,Ariel,Ferretti,+39 77 1053612
JAFZIA74I45QYZ1E,Sibilla,D'angelo,+39 3308 4578495
XBSUUI78G95BOI5A,Bettino,Palmieri,+39 6178 7998415
HKFHQT07Z13IXT1B,Giulietta,Caruso,+39 3756 05864567
SSOJPQ51L67ZCF6C,Fortunata,Pellegrini,+39 2313 7046752
AJKJMJ62X30FMF6A,Quasimodo,Leone,+39 51 1686455
FMEDNS75P85ADF2W,Gianmaria,Gallo,+39 02 49113259
WIIPIB74T21KHA4D,Tommaso,Valentini,+39 297 1727657
NJKRHV28R48CES8Y,Guendalina,Ferri,+39 35 8475523
UYGOHJ48J43UCU6W,Marino,Bianco,+39 456 99 94 7042
DXVTZZ85P36FED0Z,Giulietta,Gentile,+39 768 53142723
FNFDUU77P25ACS8M,Antimo,Valentini,+39 720 64352074
ZKXXBS17K51RVM0A,Joey,Sartori,+39 1498 01579934
VAJTPO29B69LQO5F,Odino,Costantini,+39 205 76 65 2245
UIBBSW55R16PBB7O,Pierfrancesco,Marino,+39 6064 7573100
QWYLKD36K61TDU4Q,Lauro,Donati,+39 0910 6979022
QYNCTG93O00HEK1Y,Siro,Valentini,+39 68 3601447
WJSMJW05W19XON3Q,Miriam,Marchetti,+39 10 68711473
NKJKNQ77S44RGA2V,Grazia,Vitali,+39 1242 5065968
BNCFWH11D75KHO4P,Erminia,Conte,+39 223 15 98 1843
CTUGKB73V22KDK6T,Renzo,Vitali,+39 0431 6706962
SEZDEN89B80OMG8D,Mauro,Lombardi,+39 014 74205069
HIBWYC89T46BTL4S,Assia,Pagano,+39 807 4819246
VKAREH02U42YKP1L,Mariapia,Esposito,+39 42 60148051
TGYDIO04P44MCC0X,Sibilla,Ferrari,+39 170 4458290
DGOHOK99G83JST9V,Silvano,Conti,+39 67 7026363
ENROCU41U94JNU2G,Zelida,Marchetti,+39 89 68034618
JKCUEE75O44ETC1F,Gioacchino,Monti,+39 986 8733033
UMUNFB68M68GDE9N,Cesidia,Vitale,+39 6085 91537267
QRWPNS98H31NPE9B,Cirino,Fabbri,+39 35 9573717
SOWOEN10D20OSD9Q,Marcella,Rossi,+39 427 70787190
LXDIYD70S01KTW3S,Priamo,De Angelis,+39 814 7139767
GKZBHL25A60JJT0K,Raoul,Ruggiero,+39 478 59698284
FHCUZI87S44FYT0G,Kociss,De rosa,+39 466 17 06 7640
VOZFMI45O87MFB3S,Teseo,Bellini,+39 849 52 88 7525
FRXMWK37J92DIQ7I,Gelsomina,Rizzi,+39 8659 9807364
HJFAHZ76B30DEU2C,Kris,Sala,+39 0635 8079298
IZUJJJ30H73OUF4A,Gavino,Pagano,+39 5813 50136603
TABGTK20J14TPW9R,Emanuel,D'angelo,+39 79 4206869
MJCZEH22D88RQH3Q,Samira,Fontana,+39 5486 00332712
KJDEYF78J84MMQ9F,Lamberto,Giordano,+39 2372 90526232
LDAGNX99Z18VCZ5L,Nico,Marino,+39 787 93114553
XOHKFN40N45ZYS8R,Diana,Neri,+39 239 65838770
QZODMJ64T20IEK8O,Priamo,Vitale,+39 68 8693809
ACZFGP52F40QCM9H,Felicia,D'amico,+39 997 47688754
MFHHKL53E69KLW9R,Nayade,De Santis,+39 63 34872151
EITTRJ49F01ITV0P,Timothy,Barone,+39 44 9065876
NOOBWL97Y26RSV9H,Caligola,De rosa,+39 772 6653335
ZAZRTX84K31RZT0G,Cira,Mazza,+39 032 26282859
CZMHZE73C47NIZ5U,Karim,Lombardi,+39 89 3600383
NWEOUB81Y26LNI2K,Quarto,Montanari,+39 8939 29556688
FISOGJ30M56FBP3U,Sirio,Valentini,+39 6704 06177094
GXUZLE13P20MKS2K,Mariano,Conti,+39 52 1202222
ZRFKTM80X26HPL0P,Noel,Conte,+39 9830 03098773
MEAFSA89J22IUW0S,Clea,Rinaldi,+39 4201 9664812
QBIJNZ32W42VIJ1Z,Alan,De Santis,+39 30 16918731
CTCYBU05M84YBF9G,Giobbe,Conte,+39 306 83 68 2495
NJWXFU46S63TLP1S,Trevis,Barbieri,+39 159 4711349
YZAMUO91T49FGX9I,Demian,Fiore,+39 234 04 55 6192
WCNLHH70Q49OXO5J,Piccarda,Sorrentino,+39 239 23 92 8678
YWKZWU16Q30CQV1R,Elda,Battaglia,+39 6350 73597568
RYJFHH89M26OQX9C,Elio,Giuliani,+39 230 47 96 6088
VFYHXO21W54GUQ7E,Neri,Longo,+39 898 61 48 4944
QFPFLE26M23TOT5H,Costantino,Ferri,+39 725 5403251
BZBKYM37F49HZL8X,Cirino,Ferrari,+39 32 3241738
GWYQFJ20S27MBZ0B,Noah,Orlando,+39 7463 2487239
UKSEWM12X03NWF8Y,Sarita,Amato,+39 53 0422383
VBLFXM83M41DFU7D,Eusebio,Fiore,+39 0197 91996322
RDWVVG39M75JRU6S,Egidio,Cattaneo,+39 10 3183512
ZXIEHM00R78RRT1I,Danthon,Montanari,+39 8208 9575531
EACXWD79E13XVU2Q,Max,Sanna,+39 859 00899955
VNMVSA03N12MIS6Y,Mattia,Messina,+39 0785 28578117
CGEXGH61K78FAS8P,Jack,Milani,+39 365 19304925
DOUITW29A30XCD9Q,Emidio,Ferri,+39 148 91 39 6638
HEPGNH61Y53LDV4R,Laura,Esposito,+39 0121 14090786
RMLIQT42T34AQF5G,Ivonne,Monti,+39 0362 10884653
DDAAKB64H94KEB2J,Iacopo,Giuliani,+39 02 6823995
BISISZ95I48PEY9I,Laerte,Ricci,+39 087 45 75 2873
BJLFQH49P76JEM5V,Moreno,Conti,+39 3966 41051363
HSFMZA39R73RZL7L,Emanuel,Battaglia,+39 44 2632054
NWZGKR98V30KCU5F,Moreno,Ferrara,+39 687 5448064
OBNDLF77T07UCP4G,Ercole,Donati,+39 4989 9681567
JOIIXM53U02ASC9S,Irene,Bianchi,+39 36 26043017
XHNNZC50D80VXN0L,Elsa,Rizzi,+39 72 2381024
RKPYAK91P96FKW0L,Elio,Guerra,+39 12 8361506
RLWQNJ22N56MIM8I,Gaetano,Mazza,+39 0584 73139261
JUXMJU15H55BJB5F,Alighieri,Caputo,+39 41 89528681
ICVEVE08F56ATL5D,Abramo,Galli,+39 04 4350172
ONVFLU98Q80IIW8W,Davide,Valentini,+39 687 7513569
IAFHCP65S83IGD7X,Diamante,Palmieri,+39 545 42 29 4294
PLQOBS32T85XRJ2C,Bacchisio,Fontana,+39 99 80755263
BSBXKA03I16ZWZ1S,Raniero,Lombardo,+39 1705 2808024
JXTYJJ64I93QZC4W,Anselmo,Monti,+39 959 02837778
KXSHUQ62F74MXO6E,Brigitta,Barbieri,+39 645 9748753
FPLUJW44E40NXS3D,Ulrico,Ruggiero,+39 127 43046144
AMUEQF53T23XCI7L,Osea,Galli,+39 879 7220802
BBTOVA92O91ZDL6G,Radio,Monti,+39 134 97863987
ZTXGUG11W71CQT2V,Benedetta,De rosa,+39 7548 50367015
BOGMCT53J58XRT5K,Emanuel,Santoro,+39 62 82275246
QJIBRQ19P88HEP9E,Vitalba,Russo,+39 87 0397488
PBUMZY35P46KVT3V,Prisca,Basile,+39 610 3895941
YQUUGE05D95VLM2W,Neri,Rinaldi,+39 0651 2803542
CLBUDN23H77OQZ1X,Felicia,Martinelli,+39 104 7325467
VZMMVF50K07DLX2E,Edilio,Serra,+39 6561 99324309
ATMSBW68U54DPQ1A,Jelena,Grassi,+39 3757 18216899
SLZTMU63Y92DRG1D,Gabriele,Benedetti,+39 791 33 31 9645
KLKLXT41Q34APM7Z,Marianita,Vitale,+39 768 89 37 6171
SYZFPJ87A40KNW5J,Oretta,Marchetti,+39 506 99 31 2468
HUURKS82J85HTT3P,Celeste,Lombardo,+39 428 36 76 1611
VGHWZJ36V07NDJ7P,Abramo,Costantini,+39 5677 3994831
CPAHXI24U73KUM9N,Rosalino,Lombardo,+39 463 49 97 7630
BXSDVV19H54ZJG5K,Cleros,Esposito,+39 7523 87112560
DGQPSR17A55FQR6A,Loredana,Palumbo,+39 775 17408352
HMPLQJ03O63SQD4C,Brigitta,Battaglia,+39 586 76 37 1192
GBVUIB56O24TSR0C,Ferdinando,Grasso,+39 146 44225318
SRBEKR81B46OOL1V,Audenico,Basile,+39 29 7545927
VWDRTW60E70MRH7R,Carmelo,Vitali,+39 9253 5326086
IXIJTZ13K78AXU1V,Ferdinando,Morelli,+39 9657 1377467
VRQFUV40N68IRR0A,Miriam,Lombardi,+39 683 77924042
HPQYSG42P62SIQ4Q,Ileana,Piras,+39 7692 86696765
VRZWMR86Z44USB4S,Santo,Ferri,+39 748 80 25 0799
WXSNQI77E33HZB9L,Alessandro,Villa,+39 735 02380121
MTQUAV93J48VXJ9K,Tristano,Lombardi,+39 6841 32291393
UNRISN73T08IUB3J,Giulietta,Rizzo,+39 497 73 47 2207
WXZHHW35Y84AGL4K,Piccarda,Silvestri,+39 349 82 07 3255
ZLPEDA95D36PUV3F,Akira,De Santis,+39 720 1961081
HBVWIL98N39FAB3Q,Arduino,Orlando,+39 4284 09498872
OEMEJU02T42LRC5L,Arduino,Testa,+39 49 31827309
VDYIOV63I19ZSK6C,Odone,Piras,+39 821 72812461
KFVCQW46S50EGO2E,Luigi,Gatti,+39 9529 83882815
ZJHQYO36W01PZQ0P,Danthon,Grassi,+39 2476 2619311
HDVPRY32B88YZY4M,Ninfa,Ferretti,+39 847 24 38 7350
FFDCVF88P55ZKM0E,Eliziario,De Angelis,+39 13 08746319
KGZTGD93Y34XPV6A,Mirco,Farina,+39 7619 53138763
UXBQHE17D64RYD6D,Carmela,Barone,+39 954 47333364
EDOIPF98N94LZR4V,Leonardo,Piras,+39 165 8314056
QXYFQA21V32AMW5R,Olimpia,Lombardo,+39 275 81 68 1284
KZKPQT14Z61PBK1M,Arturo,Fontana,+39 62 1530234
KRWLMT34I08WNF8N,Siro,Rossetti,+39 805 7776999
XQJFLL92W12EHU5M,Miriam,Testa,+39 73 1217090
IQKCJO50C58EHK6Q,Emanuel,Costantini,+39 2423 66988852
THZNRG40M93SHW0P,Carmela,Romano,+39 9019 6543872
FEQPIG21Y47YNN1I,Alessio,Russo,+39 18 34546090
LCWPTL28P21KKH5Z,Rufo,Longo,+39 34 2333983
HBQFFL40G27TKZ7S,Selvaggia,Farina,+39 30 27504451
BKQVBQ70W13RUC4A,Ludovico,Esposito,+39 59 42683745
XMOKFL51B85SLX0W,Gilda,Romano,+39 560 2532071
RLFTAI21T08EDN6G,Lia,Ferri,+39 4731 99536046
LIKIWE42I01SVZ2V,Timothy,Testa,+39 070 64 03 5484
SOEUDO34W30KWC3O,Grazia,Martino,+39 297 75 78 0189
KBGAIU56R69SYD0M,Monia,Gallo,+39 4175 6121758
XHFHYY07B30JBS1E,Radio,Silvestri,+39 10 2528010
KZFGIT46F58LEM2T,Timothy,Mancini,+39 8693 76688344
HRRNAG10M77NDD0P,Marina,Serra,+39 3225 08627355
KHEEAY71Q00APJ1S,Carlo,Vitali,+39 95 70872992
WLUNRD08I79QTE9Y,Romolo,Testa,+39 553 69 12 8388
UENROI67N55TEK2J,Oreste,Rizzo,+39 876 57 63 3999
YAJBTG88R38EOW0W,Gregorio,Russo,+39 68 5314668
JPUYQW55J15EOM8T,Armando,Pagano,+39 82 12879391
RALOJQ81U05YWW7K,Lazzaro,Grasso,+39 398 62560649
ECIJWY70I67AAR0E,Santo,Pellegrino,+39 532 7883668
BIZUXM85C30FAL3J,Clodovea,Bianchi,+39 26 0934108
QGRMNH01A20NLW2M,Pacifico,Marchetti,+39 94 5339539
YLNKXM18Y72BJR6X,Jarno,Silvestri,+39 8769 6322791
HHNYLB14G85JVT2I,Siro,Bellini,+39 3895 4541473
EUCARK08D56JUD2Y,Raoul,Caputo,+39 896 41386222
QMRQQC86O03IDB0S,Artes,Greco,+39 9857 18009505
BRSYRB78E68OBK1W,Jelena,Farina,+39 431 6516938
JZRPCM78K88SCQ2V,Nicoletta,Riva,+39 415 44625701
HKOEMD48Y03SKO5C,Filomena,Donati,+39 20 63597719
TZXYXU49S71BDD5V,Quirino,Fabbri,+39 3259 54955191
DOWEEX58E64CEU2W,Miriana,Grasso,+39 4398 0874755
FJSCSA67Z69GQT1I,Battista,Carbone,+39 460 86894116
MNDFBK32K42FCV6D,Joseph,Coppola,+39 7697 5015050
BTILOT22S16CDE2H,Costanzo,Sartori,+39 2897 7923830
MGTCMX40L13WDH7W,Ubaldo,Ricci,+39 019 04843087
RBHJHT65Q14CAF0F,Avide,De luca,+39 860 59946165
PIZXVT02G04JWJ2J,Gianmarco,Sorrentino,+39 134 76351352
STKMSX94P29TJW3B,Cira,Rizzo,+39 88 8924645
OIETHG04Y71FHD3Y,Gioacchino,Ferraro,+39 974 25 68 0856
FSHCMV34A32BJK5Y,Maggiore,De rosa,+39 03 14134864
FAWJEE44W18YWW5I,Teseo,De luca,+39 842 18376318
LDYWJR65P24YEP8P,Vinicio,Rinaldi,+39 313 2426430
FBWCET87C03ARA2E,Eusebio,Ferri,+39 5002 8339153
ZPHZME71M73XGL3O,Flaviana,Rossetti,+39 606 5605382
CXKPWY17X54DPA4J,Samuel,De Santis,+39 978 6088871
PTYJMK98O26VJU8F,Samuel,Russo,+39 731 14 37 5065
RLDYAG21X86CZR9Q,Nathan,Piras,+39 82 3607971
BPNUYM73P24ZKQ1V,Jari,Gentile,+39 213 9666348
DUWWFX53J35MDA9C,Gianmaria,Caputo,+39 74 53277055
INTMIU63Q69FJB6Z,Anastasio,Sartori,+39 10 13884524
RDHDYA83Q91HPC0D,Rodolfo,Mazza,+39 06 62145942
GOAPRS30Y24XWA3N,Amerigo,Negri,+39 423 8691566
CHXXCP13M00YJA2B,Arduino,Rizzo,+39 0944 6352266
DHMTKR55P01OOP5K,Baldassarre,Esposito,+39 9040 28931236
VGIHQL14X52IRC4T,Odone,Gatti,+39 32 9221688
VQGMJP38U91DAC6Y,Tristano,Palumbo,+39 8849 17894746
CACIQL26P02JPB7W,Manfredi,Parisi,+39 291 54147293
WVTUIF35D05BCI4W,Benedetta,D'amico,+39 330 06 51 5954
TULHQL32W96GBK2M,Carmelo,Mariani,+39 9312 59989865
VBWXQH48S80NDU6O,Prisca,Rinaldi,+39 8018 06677283
ZPWGXU16F74SBS2Q,Trevis,Caruso,+39 64 49359935
XUIOVA77G48KLL6I,Liborio,Caputo,+39 033 75461648
YQSNEV49O27LJC5V,Loredana,Caputo,+39 877 92 02 4072
KPKMQQ57E11LXA7F,Pacifico,Gallo,+39 7423 69591890
EYFVTI66M57QBK6R,Deborah,Messina,+39 265 0524286
KUSKLL31A85LFI5A,Prisca,Silvestri,+39 5310 29825078
QWDNXY30O51RHZ0Y,Leonardo,De rosa,+39 6546 0040103
NDLEQD23X91JAM0N,Odino,Costantini,+39 697 7193341
CVYVGD72I45SQJ3T,Fabiano,Galli,+39 928 80 70 5019
MQBASU70K21USL9Q,Gilda,Palumbo,+39 110 68555911
DFWCNT09N62QYO0M,Marina,Messina,+39 9192 6610034
DJWDWV47W21PLC4M,Samira,Conti,+39 984 38092565
TOTCUP06K31DGU7U,Manfredi,Rossetti,+39 349 52 61 8749
UOPTSM56O34DXO0Z,Maristella,Costa,+39 70 0087820
JDAPOW50M05NBS2F,Ivano,Leone,+39 4014 8841594
XBDLSC84M00USY6Y,Nunzia,Ferretti,+39 391 10418038
FZUJIH70Z07AHV4Z,Demis,De luca,+39 028 62 69 4927
EULIGS78Q37QRH3B,Olimpia,Costa,+39 688 59722545
DSYBYE37F87VCF4T,Nazzareno,Longo,+39 542 83963673
FJJAAS15O37RAU1K,Ivano,Neri,+39 7702 2956574
UQLRVM56E87GPE9U,Avide,Milani,+39 439 26267667
OONIAB07H41TJB6C,Lidia,Palmieri,+39 368 30714041
GZFTUI64A61PWD9Z,Edvige,Monti,+39 0945 39581323
KCUVRI91P97VGN1A,Valdo,Pellegrino,+39 201 9860784
PUZKYX05X05NUE3D,Bacchisio,Riva,+39 9059 9591003
GPWBRY71H47CEA7L,Kris,Galli,+39 4690 6955429
URMPQM83I45JSY2C,Rosita,Monti,+39 12 88965349
CVSXAC19X48MJX7G,Bettino,Vitali,+39 70 30864443
OHUGBI37Y05WZE8T,Cira,Costa,+39 0206 6484165
SWCWHQ48S76SVC8R,Germano,Conte,+39 3257 94245521
XKGEJG10T51NFP8U,Costantino,De luca,+39 24 6299045
XUJOOZ42H57FUQ5E,Eliziario,Colombo,+39 984 44318931
DGMVWZ91M11FXA6Y,Elio,D'angelo,+39 718 16 84 2630
ELXARB71I38WSL1E,Rita,De Angelis,+39 819 13073240
WONNVH23U30ZLX3M,Danthon,Bellini,+39 8739 30163807
IUUUPA95B20NYM8Q,Selvaggia,D'angelo,+39 556 41458886
ZCQUPP83H89DNX2S,Edilio,Serra,+39 6815 15199865
HHYROK22H74FMS8Q,Rosaria,Costa,+39 67 62872896
GSKDYP90H38ZTB1Q,Alighiero,Galli,+39 046 59 94 8068
VJSJRV92P17TSA8C,Yago,Rossetti,+39 6431 01241732
THQEVK64S02IOB4X,Ivano,D'amico,+39 795 75544679
APAXJE07A51KAF9X,Gianleonardo,Martinelli,+39 91 9613464
IAJRKM90H39YFR1D,Ettore,Damico,+39 1264 4050787
DJFUZC99L93RPK1J,Davis,Valentini,+39 511 9904040
VPSNAN49N81DHL7Z,Arduino,Conte,+39 439 94702936
YKGCCM70R21ZEM3N,Evita,De Angelis,+39 03 99444809
FRZMOC86X23OBR0Q,Boris,Ferraro,+39 05 86207708
ZPKEJT61M89KIZ4H,Enzo,Rossetti,+39 587 07 74 5177
RNZREX56R85DVH0V,Enrica,Mariani,+39 4063 70824735
KGPIKW02T61HUK9P,Grazia,Riva,+39 50 4427228
NPXHJM40C07FYK4B,Celeste,Grassi,+39 683 18108620
OQAJDY66V05CJV5V,Tommaso,Marini,+39 653 70 66 0359
DGNPTF51E48KFE0S,Mattia,Coppola,+39 1358 82049257
NPZGDU28B41JDD9H,Nicoletta,Conti,+39 8499 45101217
LBMLOS07Z88VUU3D,Bortolo,Martini,+39 7559 7453206
CEFKOD79A39LHY8T,Diana,Ferrara,+39 667 3239729
JBABOK27P95KXD4W,Olimpia,Guerra,+39 9299 23423521
UMHZPZ27A21KVL5K,Giorgio,Testa,+39 32 4259840
FRDDVS36J32AAC3R,Ian,Greco,+39 6078 70217250
FAWLHG93J35PAY6H,Clea,Moretti,+39 8212 39629491
CFGRLT98V41GOA7I,Nick,Rossetti,+39 613 09164732
KUHOHX49W71XBB2N,Filomena,Rizzo,+39 4164 5022618
YBTHDT03W55NOW3J,Samuel,Carbone,+39 40 03638271
QWSFWZ82A37UUM9L,Elda,Cattaneo,+39 389 83329609
OOFAHM56T39HDH5I,Nunzia,Ferraro,+39 08 2274548
VTWKQW18X50YMY8C,Thea,Sartori,+39 8600 95966456
SPKOPF12E72DDG9T,Alessandro,Damico,+39 500 58 11 2348
FTRXVQ84W95TNY1V,Nabil,Negri,+39 144 96112116
AWBYZB20R75QEI8X,Furio,Caputo,+39 0967 86269567
FXEKOC62A31LYU6F,Secondo,Leone,+39 151 0801037
PRJZSA81E10HEZ9W,Pietro,Colombo,+39 410 89 27 8446
CMJHTJ09K03MNH2A,Antonino,Coppola,+39 84 5543695
SLPXKE49T23IGY5G,Rebecca,Palmieri,+39 6111 38047431
SPDJSD41L63IZN8F,Domingo,Piras,+39 788 1156930
OBZNAW47R70EPC1F,Raoul,Martinelli,+39 42 6965105
PFYCOB79Q23KFE2E,Neri,Fabbri,+39 2857 8649038
CUMVWB82A37YDI1U,Nico,Rinaldi,+39 808 64113988
BSMCGY71L79WTF1T,Elga,Valentini,+39 165 88 03 0791
DCLNIP85Y08XXW0Z,Naomi,Silvestri,+39 18 3658543
VOMHSX03M11TYP4P,Celeste,Bruno,+39 691 5610665
XSZYAE74Q68HYL4K,Cirino,Greco,+39 862 5508580
XHWSZG16Z99CAI8T,Cleopatra,Bianco,+39 64 2796779
WRQCPA83N98ECR4B,Gelsomina,Benedetti,+39 138 25366589
CLMLAM21D67BXS9P,Irene,Riva,+39 567 46320531
YMEQMK61D47HIC1W,Demi,Rossetti,+39 001 08 25 6100
NZGZIA88U47ZLW2K,Max,Carbone,+39 6807 56282443
MCECXQ20J91LSW8X,Tommaso,Orlando,+39 7882 7882040
JUVLYY37Q89IPK1C,Modesto,Mazza,+39 4122 28334109
PVTPSH68P31UOI5S,Loretta,Conti,+39 755 44553036
CXBCBC79C77IHZ4X,Ettore,Mancini,+39 809 81300366
YJMEVF90V40CEX6V,Demis,Conti,+39 1024 9117796
NFRJRY37R54EEY5C,Sue,ellen Pagano,+39 468 0932034
ELUEAA94Q21SMW7H,Cira,Mariani,+39 624 01963771
UJZGFA28R86LHJ6O,Jari,Russo,+39 333 8166176
ITWOQA16B58HQE9V,Lorenzo,De luca,+39 015 9444325
XKIIRC89H89PVQ8A,Caligola,Rizzi,+39 792 5248963
XGYECE44L38MLI1K,Ingrid,Orlando,+39 627 19 82 6567
YTPOUC61Z10QVR9W,Costantino,Sala,+39 815 6549239
BSIAMK20U08NJP0T,Hector,Marino,+39 76 5794395
RPTXVA02S13YEN7L,Marzio,Sala,+39 94 0344720
EEQNGR92O61XIW5A,Cosetta,Sala,+39 6975 43610505
VRKURL70O99YTX6P,Bernardo,De Angelis,+39 1118 6601950
YIDDHQ56S25VCO9K,Trevis,Marini,+39 6751 3549497
JPUNQD75M10HZE4G,Giobbe,Mazza,+39 633 2258524
TMMVNZ24Z48JTA1L,Ubaldo,Palumbo,+39 32 02829297
JANRIR34M73WFS9P,Carmelo,Amato,+39 62 5401415
FYEMPH11J15QYY7Z,Ilario,Grasso,+39 90 29470441
EHAHBR84D23POR5W,Joannes,Sorrentino,+39 8273 1337762
SQIEJO77J71ESM3M,Lia,Santoro,+39 58 9439534
CBZFLD86R74BZT5I,Moreno,Martinelli,+39 9972 3555606
QBFHZG26U23CPO3K,Nick,Fabbri,+39 53 00025557
SNQSYN17Z44LEQ0H,Caio,Ferrara,+39 9545 9015580
QYPTBC91A91AKI4X,Umberto,Bianchi,+39 663 2411217
BZPNFV39V64PBH2K,Emidio,Barone,+39 5467 20870027
AMCXBN06M56QXQ1U,Prisca,Battaglia,+39 772 4809917
RDAMXR99T37OWB5I,Edipo,Bruno,+39 22 93692178
GNQJFZ57F92AFB4S,Fatima,Bianco,+39 04 1112339
TLYFMI15D05JDX4M,Quarto,Lombardo,+39 526 83564084
JJZQJA68W88LXZ5R,Vania,Grassi,+39 295 37 57 8956
WVVSFY47K10CWU6U,Graziano,Benedetti,+39 8913 03137797
AJVSBU13I49FPN4U,Mariapia,Bianco,+39 81 58390868
HRAZDA03V64JIE2H,Cira,Grasso,+39 5695 93898783
GLIABQ20I96IYP2U,Nayade,Sartori,+39 354 46 88 7535
HMZBIL51S19FWA0W,Soriana,Ricci,+39 41 95509477
AGMMAY88V86ZAI5P,Walter,Bianco,+39 3924 78009924
GDEWJC85W29UEK0H,Samuel,De Santis,+39 137 70790311
AFHBKL51G12MKD3M,Cosetta,Conti,+39 836 9794295
RAKWAD69X02UAA8A,Selvaggia,Pellegrini,+39 124 5037978
UOFHKX80N82OZH4O,Vania,Battaglia,+39 651 73 41 7719
DGMFXM64C06ORI3B,Emilia,Donati,+39 106 97 37 2844
XNNWQN99X90XYJ3B,Cleopatra,Vitale,+39 64 70935794
PNIHJM72V99NGV3J,Mariagiulia,Grasso,+39 83 15343923
TKGOMB41Q25GHP3D,Dante,Negri,+39 2701 66656887
TYZXDM96R62QZR6A,Giorgio,Parisi,+39 7024 39346638
